년도,제목,본문,링크
2020,"""집값 폭락 멈추지 않는다""…잘 나가던 세종, 무슨 일","""집값 폭락 멈추지 않는다""…잘 나가던 세종, 무슨 일 실시간뉴스 法, 송영길 성매매 의혹 제기한 가세연에 ""1000만원 배상 책임"" 태진아 ""故 송대관, 라이브쇼 하기로 했는데…할 말 잃어"" 울컥 소방청 ""딥시크 접속 차단…현장 수집 민감정보 유출 우려"" 고려신용정보, 1억 규모 자사주 처분 결정 F&F, 작년 영업익 4507억…전년比 18%↓ 메디픽셀, 뇌혈관 3차원 분석 소프트웨어 ‘MP뉴로’ 식약처 인증 한빛레이저, 45억 규모 신규시설 투자 '대구 08년생 폭행' 영상 논란…교육청 ""파악 중"" 퀀타피아, 상폐 효력정지 가처분 기각 결정에 즉시항고 3040 남성 패션플랫폼 애슬러, 40억원 규모 시리즈A 투자 유치 구독 지면 My 초판 로그인 로그아웃 NAVER FACEBOOK TWITTER YOUTUBE RSS EMAIL 이데일리 이데일리 2025년 02월 07일 금요일 실시간뉴스 法, 송영길 성매매 의혹 제기한 가세연에 ""1000만원 배상 책임"" 태진아 ""故 송대관, 라이",http://www.edaily.co.kr/news/newspath.asp?newsid=01259526642067240
2020,불경기·대출 규제에 경매 급증…“싼 값에 내 집 마련 기회”,불경기·대출 규제에 경매 급증…“싼 값에 내 집 마련 기회” ESG IMPACT 기후에너지데이터뱅크 구독신청 기사제보 로그인 2025년 02월 07일(금) 에너지경제 디지털 신문보기 정치/경제 금융/증권 산업 유통/중기 건설부동산 기후/에너지 글로벌 전국/사회 문화/스포츠 인터뷰/오피니언 주요기사 정치/경제 금융/증권 산업 유통/중기 건설부동산 기후/에너지 글로벌 전국/사회 문화/스포츠 인터뷰/오피니언 기획 검색 검색 정치/경제 전체기사 정치 정책 경제일반 교육 여론조사 금융/증권 전체기사 증권 금융·보험·카드 제2금융 금·은·원자재 산업 전체기사 전기·전자·IT 자동차 조선·해운·항공 철강·기계·산전 석화·정유 통신·방송·게임 재계 데이터 통계 방산 유통/중기 전체기사 식품 유통 패션/명품 여행 중기벤쳐 의약바이오 건설부동산 전체기사 정책 부동산시장 개발·투자 건설업계 기후/에너지 전체기사 정책 글로벌 전기·수소차 신재생에너지·배터리 석유가스자원 전력 환경·기후 글로벌 전체기사 국,https://www.ekn.kr/web/view.php?key=20250206021012758
2020,"‘사 두면 오르는 시대’ 끝났나…아파트 분양가, 매매 시세 앞질렀다","‘사 두면 오르는 시대’ 끝났나…아파트 분양가, 매매 시세 앞질렀다 - 경향신문 전체 검색창 열기 검색창 닫기 경향신문 경제 공유하기 페이스북 공유하기 트위터 공유하기 카카오톡 공유하기 밴드 공유하기 네이버블로그 공유하기 URL복사 이메일로 공유하기 뉴스플리 댓글 ‘사 두면 오르는 시대’ 끝났나…아파트 분양가, 매매 시세 앞질렀다 읽음 닫기 검색 경향닷컴 홈으로 이동 전체 메뉴 최신기사 실시간 랭킹 기사 오피니언 사설 여적 기자메모 칼럼 만평 독자마당 정치 대통령실 국회·정당 국방·외교 북한·한반도 선거 정치 일반 경제 금융·재테크 산업 IT·가전 부동산 자동차 생활경제 취업·창업 경제 일반 사회 사건·사고 법원·검찰 교육·입시 노동 보건·복지 미디어 젠더 사회 일반 국제 미국·중남미 일본 중국·대만 유럽 아시아·호주 중동·아프리카 국제 일반 문화 책 연극·클래식 학술·문화재 종교 미술·건축 대중음악 영화 방송 문화 일반 스포츠 야구 축구 골프 농구·배구 스포츠종합 월드컵 올림픽·아",https://www.khan.co.kr/article/202501270600005
2020,인터뷰-안외영 신월7동2구역 주민대표회의 위원장,"인터뷰-안외영 신월7동2구역 주민대표회의 위원장 - 하우징헤럴드 × 전체기사 이슈 전체 하우징포커스 정책제도 재테크 기획 종합 만평 생활 문화 조합 전체 재개발 재건축 도시환경 리모델링 가로주택 주거환경개선 오피니언 전체 시론 기자24시 진단핫이슈 정비사업쟁점해설 법률산책 정비사업 매트릭스 정비사업의 맥(脈) 부동산과 세금 승강기ABC 특별기고 최신판례해설 분양길라잡이 머니앤머니 김준호의 토지보상 하우징아카데미 강정민의 재판소설 정비사업  길라잡이 녹색건축인증 톺아보기 토지보상이야기 층간소음 해법찾기 실내공기 클리닉 치아건강 알아보기 리모델링 포커스 정비사업 지피지기 공공미술 이야기 입찰 전체 입찰공고 입찰동향 판결 전체 판결 유권해석 피플 전체 CEO story 지금 이사람! 화제의 인물 동정 인사 정비사업 아카데미 알림 전체 사고 우수기업 정책자료 직원 모집 채용공고 명대명고 전체 유성룡입시상담 대입전형 고입전형 학습법 입시소식 입시자료실 유학,어학연수 고시정보 기타 도시를 여는",http://www.housingherald.co.kr/news/articleView.html?idxno=49536
2020,‘엘·리·트’ 몸값 뛴다...송파구 아파트값 들썩,‘엘·리·트’ 몸값 뛴다...송파구 아파트값 들썩 로그인 회원가입 메트로人 머니 증권 은행 보험 카드 부동산 경제일반 산업 재계 자동차 전기전자 물류항공 산업일반 IT·과학 인터넷 게임 방송통신 IT·과학일반 정치＆정책 국회정당 대통령실 정책 공기업 생활경제 사회 지방행정 국제 사회일반 에듀＆JOB 기획연재 오피니언 기자수첩 칼럼 인사 동정 부음 라이프 문화 스포츠 운세 AI영상 플러스 한줄뉴스 영상 포토 운세/사주 지면PDF 포럼&컨퍼런스 메트로소개 공지사항 네이버 뉴스스탠드 구독설정 구독신청 글로벌 메트로신문 로그인 회원가입 메트로人 머니 증권 은행 보험 카드 부동산 경제일반 산업 재계 자동차 전기전자 물류항공 산업일반 IT·과학 인터넷 게임 방송통신 IT·과학일반 정치＆정책 국회정당 대통령실 정책 공기업 생활경제 사회 지방행정 국제 사회일반 에듀＆JOB 기획연재 오피니언 기자수첩 칼럼 인사 동정 부음 라이프 문화 스포츠 운세 AI영상 플러스 한줄뉴스 포토 영상 운세/사주 독자서,http://www.metroseoul.co.kr/article/20250204500569
2020,수렁에 빠진 세종 부동산… 상가 공실률·아파트 매매가 하락 '전국 1등...,수렁에 빠진 세종 부동산… 상가 공실률·아파트 매매가 하락 ‘전국 1등’ < 건설/부동산 < 경제/과학 < 기사본문 - 충청투데이 주요서비스 바로가기 본문 바로가기 매체정보 바로가기 로그인 바로가기 기사검색 바로가기 전체서비스 바로가기 상단영역 2025-02-07 17:14 (금) 전체메뉴 기사검색 기사검색 검색 닫기 정치·행정 경제 사회 문화 스포츠 사람들 오피니언 충투TV 로그인 회원가입 기사제보 지면보기 구독신청 본문영역 현재위치 홈 경제/과학 건설/부동산 수렁에 빠진 세종 부동산… 상가 공실률·아파트 매매가 하락 ‘전국 1등’ 이전 기사보기 다음 기사보기 기자명 강대묵 기자 승인 2025년 02월 05일 18시 57분 지면게재일 2025년 02월 06일 목요일 지면 1면 지면보기 SNS 기사보내기 페이스북(으)로 기사보내기 트위터(으)로 기사보내기 카카오스토리(으)로 기사보내기 카카오톡(으)로 기사보내기 URL복사(으)로 기사보내기 이메일(으)로 기사보내기 다른 공유 찾기 이,https://www.cctoday.co.kr/news/articleView.html?idxno=2207471
2020,아파트값 전고점 회복률 양극화…서초 108% vs 도봉 74%,"아파트값 전고점 회복률 양극화…서초 108% vs 도봉 74%  | 중앙일보 오피니언 정치 경제 사회 국제 문화 스포츠 라이프 피플 로그인 회원가입 회원에게만 제공되는 편의 기능 취향저격한 구독 상품을 한눈에 모아보고 알림받는 내구독 북마크한 콘텐트와 내활동을 아카이빙하는 보관함 기억하고 싶은 문구를 스크랩하고 기록하는 하이라이트/메모 중앙일보 회원에게만 제공되는 스페셜 콘텐트 간편가입 로그인 닫기 로그아웃 마이페이지 The JoongAng 간편 로그인하고 한결 더 편리해진 나만의 중앙일보를 경험해보세요. 로그인 로그인 님 의 마이페이지 고객센터 더중앙 이용안내 The JoongAng 오피니언 사설칼럼 만평 Hot Poll 리셋 코리아 영상 뉴스 정치 경제 사회 국제 문화 스포츠 라이프 피플 스페셜 팩플 비크닉 부동산 COOKING 디지털 스페셜 여행레저 더 북한 더 차이나 더,마음 더 하이엔드 더,오래 더 헬스 패키지 구독패키지 이슈패키지 연재패키지 멀티미디어 포토 영상 J팟 뉴스",https://www.joongang.co.kr/article/25311110
2020,집 사고 명품 즐기는 대구 '30대 큰손',집 사고 명품 즐기는 대구 30대 큰손 | 영남일보 - 사람과 지역의 가치를 생각합니다. 로고 경제 지면보기 구독신청 기사제보 로그인 회원가입 | 유튜브 페이스북 인스타 전체보기 경제일반 증시·금융·보험 부동산 취업·창업 IT·자동차 검색 오피니언 사설 기자칼럼 전문가칼럼 기고 사회 사회일반 사건사고 대구·경북 행정 교육·과학 정치 정치일반 대통령·중앙행정 대구·경북의회 국방·북한 경제 경제일반 증시·금융·보험 부동산 취업·창업 IT·자동차 스포츠 스포츠일반 야구 축구 농구·배구·핸드볼 골프 문화 문화일반 공연·전시 문학·도서 건강 건강·의료 영상 영상일반 위클리포유 위클리포유일반 여행/레저 위클리영화 패션·뷰티 푸드 포토 포토뉴스 지역뉴스 경북동부 경북중부 경북북부 대구근교 대구 국제 국제일반 미국·일본·중국 유럽 동정 동정일반 결혼 부고 인사 운세 기획/특집 기획/특집 연재 연재 시민기자 시민기자 연예 연예일반 방송·영화 이슈 이슈 독자투고 독자투고 기사제보 공지사항 x 검색버튼,https://www.yeongnam.com/web/view.php?key=20250123010003125
2020,"""분양권 시세차익은 옛말… "" 부산 분양가, 매매가 추월","""분양권 시세차익은 옛말… "" 부산 분양가, 매매가 추월 - 노컷뉴스 CBS 전국 네트워크 강원 경남 광주 대구 대전 부산 영동 울산 전남 전북 제주 청주 포항 닫기 크리스천뉴스 노컷TV 더캠페인365 노컷뉴스 ""분양권 시세차익은 옛말… "" 부산 분양가, 매매가 추월 0 0 페이스북 트위터 밴드 카카오톡 URL 폰트사이즈 - + 인쇄 LIVE 최신 정치 사회 경제 산업 국제 문화 연예 스포츠 전국 오피니언 포토 삭제 검색 자동완성 끄기 정치 대통령실 국회/정당 국방/외교 통일/북한 총리실 선거 정치 일반 사회 사건/사고 법조 교육 보건/의료 인권/복지 날씨/환경 인물 노동 사회 일반 경제 경제정책 금융/증시 경제 일반 산업 기업/산업 생활경제 자동차 부동산 취업/직장인 IT/과학 비즈인물 산업일반 국제 아시아/호주 미국/중남미 유럽/러시아 중동/아프리카 해외토픽 국제일반 문화 공연/전시 여행/레저 책/학술 종교 미디어 생활/건강 문화재/정책 패션/뷰티 문화 일반 연예 연예가화제 방송",https://www.nocutnews.co.kr/news/6286096?utm_source=naver&utm_medium=article&utm_campaign=20250203103408
2020,“갈수록 넘사벽”…작년 서울 아파트 거래 절반 이상 9억원 초과,“갈수록 넘사벽”…작년 서울 아파트 거래 절반 이상 9억원 초과 - 매일경제 댓글정책 공감순 최신순 오래된순 뉴스 바로가기 주가 정보 매일 경제 뉴스 MK위클리연재 스타투데이 마켓 부동산 교육 통합검색 로그인 회원가입 로그아웃 마이페이지 ENG JPN CHN 전체메뉴 뉴스홈 경제 기업 사회 국제 부동산 증권 정치 IT·과학 문화 오피니언 스포츠 기획·연재 Special Edition 인기뉴스 뉴스 오피니언 기획연재 스페셜에디션 스타투데이 스포츠 매경게임진 Pulse MK China MK빌리어드뉴스 미라클아이 MK ESG 프리미엄 MK위클리연재 매경e신문 레이더M 오늘의 매경 뉴스레터 AI 오디오 뉴스 매경엠플러스 MK YouTube 핵심 요약쏙 재테크 마켓 부동산 시사 경제 용어 신설법인 라이프 골프 Book 여행 M플레이 Car AGL해외골프 MK 장례 MK 운세 와글와글팝업 비즈니스 The Biz Times 닛케이텔레콤 KDX한국데이터거래소 모바일 쿠폰 MK Frame 미라클랩 ,https://www.mk.co.kr/article/11229385
2021,"서울 아파트 월세 11개월째 상승… ""전세 기피 원인""","서울 아파트 월세 11개월째 상승… ""전세 기피 원인"" - 머니S 코스피 2521.92 14.83 02/07 17:25 코스닥 742.90 2.58 02/07 17:25 원달러 1445.60 1.9 02/07 17:25 두바이유 77.45 0.94 02/07 17:25 금 2876.70 16.3 02/07 17:25 실시간이슈 금융 산업 유통 부동산 증권 전국 경기 부산/경남 호남 대구/경북 인천 기타 오피니언ㆍ연재 오피니언 연재 피플 C라운지 이사람 인터뷰 인사 부고 연예ㆍ스포츠 연예 스포츠 서울 아파트 월세 11개월째 상승… ""전세 기피 원인"" 전년 대비 7.9% 올라… 오피스텔 월세 1년째↑ 이화랑 기자 2025.02.07 | 10:33:23 공유하기 카카오 카카오 나에게 페이스북 트위터 네이버 텔레그램 링크 복사 카카오톡 카카오톡나에게 페이스북 트위터 네이버카페블로그 텔레그램 링크복사 정부의 대출 규제 여파로 서울 아파트·오피스텔 월세 수요가 늘어나며 월세가격이 가파른 상승세",https://www.moneys.co.kr/article/2025020709185633347
2021,10억 부르던 아파트가 5억?…뜻밖의 상황에 집주인 '눈물' [현장+],10억 부르던 집 5억대로…공급 폭탄에 울상 짓는 평택 집주인 | 한국경제 본문 바로가기 한경코리아마켓 한경글로벌마켓 집코노미 오피니언 경제 금융 산업 유통 IT 국제 프리미엄 마켓인사이트 한경Law&Biz 한경 BIO Insight 한경CHO Insight 한경ESG 한경Geeks 입법 익스플로러 아르떼 한경만의 독자적인 프리미엄 콘텐츠입니다. 더보기 정치 사회 골프 연예 스포츠 회원전용 전체뉴스 한경트래블 뉴스레터 스페셜 리포트 The Moneyist The Lifeist 한경동영상 기자 코너 POLL 랭킹뉴스 인사·부고 보도자료 데이터센터 한경용어사전 한경행사 스타워즈 한경유레카 한경운세 신문 전자판 신문 구독신청 한경스토어 한경렌탈 한경미디어 한국경제TV KED Global 한국경제매거진 한경에이셀 한경 arte TV 한경 arte 필하모닉 BOOK 한경아카데미 한경블루애드 텐아시아 생글생글 주니어 생글생글 TESAT 29초영화제 교육센터 블루밍비트 키즈맘 포천힐스 빠른 메뉴,https://www.hankyung.com/article/2025020688966
2021,"“오늘이 제일 싸다” 서울 고가 아파트, 지방 아파트 24채 팔아야 겨우...","“오늘이 제일 싸다” 서울 고가 아파트, 지방 아파트 24채 팔아야 겨우 1채 산다[부동산360] - 헤럴드경제 뉴스 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 연예 스포츠 호남취재본부 대구&경북 PR Newswire 구독 HeralDeep 연재 스페셜 HeMil(밀리터리) 서울젠트리피케이션 라스트포레스트 라스트씨 인간대포통장 여론을조사하다 고객센터 공지사항 독자문의 기사제보 헤럴드 미디어그룹 코리아헤럴드 헤럴드팝 K-POP헤럴드 리얼푸드 더인베스터 헤럴드에코 헤럴드디자인 마이페이지 구독함 보관함 계정정보관리 회원전용 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 “오늘이 제일 싸다” 서울 고가 아파트, 지방 아파트 24채 팔아야 겨우 1채 산다[부동산360] 부동산 부동산360 “오늘이 제일 싸다” 서울 고가 아파트, 지방 아파트 24채 팔아야 겨우 1채 산다[부동산360] 입력 2",https://biz.heraldcorp.com/article/10413971?ref=naver
2021,관망→매수 전환?… 서울 아파트 매매가격 5주만의 상승,관망→매수 전환?… 서울 아파트 매매가격 5주만의 상승 | 세계일보 스포츠월드 세계비즈 구독신청 mPaper RSS 로그인 회원가입 로그아웃 회원정보수정 회원탈퇴 세계일보 구글 페이스북 네이버 포스트 X 트위터 유튜브 스포츠 연재물 선학평화상 환경 드론 전체메뉴 검색 뉴스 정치 일반 대통령실 국회ㆍ정당 선거ㆍ선관위 외교ㆍ안보 국방 북한ㆍ통일 사회 일반 검찰·법원 노동·복지 환경·날씨 교통·항공 교육·학교 사건 해외 국제 일반 미국·캐나다 중국 일본 아태 유럽 중동·아프리카 특파원 러시아 중남미 문화 일반 미디어 종교·학술 공연 미술 건강 레저 문학 음식 위크엔드 패션·뷰티 결혼·육아 전국 일반 서울 경기 강원 충청 영남 호남 제주 피플 일반 부음 동정·인사 인터뷰 오피니언 사설 오늘의 칼럼 기자·데스크 논설위원칼럼 전문가칼럼 외부칼럼 기고·독자 월드 이슈 비즈 일반 금융·증권 보험 재테크 부동산 IT / 과학 산업·기업 자동차 쇼핑·유통 취업·창업 연예 일반 스타 TV·방송 영화 대,http://www.segye.com/newsView/20250206516442?OutUrl=naver
2021,"""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030","""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030 | 비즈한국 주메뉴바로가기 본문바로가기 이슈 비즈 머니 피플 글로벌 아젠다 덕후 엔터 라이프 캠페인 Target@Biz Story↑Up 밀덕텔링 유시혁 기자 아빠랑 단독 부동산 사이언스 지웅배 전다현 부동산 인사이트 Target@Biz 이슈 비즈 머니 피플 글로벌 아젠다 Story↑Up 덕후 엔터 라이프 캠페인 HOME > Target@Biz > 비즈 ""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030 갤러리아포레, 아리팍, 상지카일룸2서 '신고가' 경신…대출 없는 '전액 현금' 매입 눈길 2025.02.07(Fri) 10:57:22 글자 작게 글자 크게 프린트 [비즈한국] 초고가 아파트 거래가 증가하는 가운데, 지난해 신고가를 경신한 100억 원 이상 초고가 아파트 다수를 2030세대가 사들인 것으로 비즈한국 취재 결과 확인됐다. 지난해 매매가가 100억 원 이상인 아파트 22가구 가운데 203",https://www.bizhankook.com/bk/article/29033
2021,'탤런트 이시언' 한강뷰 로또아파트도 '6개월만 4억 빠졌다' … 맥 못추...,'탤런트 이시언' 한강뷰 로또아파트도 '6개월만 4억 빠졌다' … 맥 못추는 동작구 집값  | Save Internet 뉴데일리 뉴데일리 VOD뉴스 최신기사 정책 산업 부동산 IT·전자 금융 증권 유통 제약·의료 전국뉴스 대구·경북 충청·세종 호남·제주 경기·인천 부산·경남 강원 뉴데일리 TV 포토 뉴스레터 글자크기 가 가 가 가 음성으로 듣기 공유하기 기사 공유하기 페이스북 X(트위터) 카카오 텔레그램 네이버 밴드 메일 링크복사 https://biz.newdaily.co.kr/site/data/html/2025/02/07/2025020700061.html 홈 다크모드 뉴데일리 정치·사회·일반 경제 전국뉴스 대구·경북 충청·세종 호남·제주 경기·인천 부산·경남 강원 안내 회사소개 광고문의 인재채용 기사제보 뉴데일리 VOD뉴스 최신기사 정책 산업 부동산 IT·전자 금융 증권 유통 제약·의료 TV 포토 뉴스레터 뉴데일리 검색 '탤런트 이시언' 한강뷰 로또아파트도 '6개월만 4억 빠졌다',https://biz.newdaily.co.kr/site/data/html/2025/02/07/2025020700061.html
2021,대전 아파트 매입 '큰손' 된 30대… 최근 2년 40대 추월,대전 아파트 매입 ‘큰손’ 된 30대… 최근 2년 40대 추월 < 지역경제 < 경제/과학 < 기사본문 - 충청투데이 주요서비스 바로가기 본문 바로가기 매체정보 바로가기 로그인 바로가기 기사검색 바로가기 전체서비스 바로가기 상단영역 2025-02-07 17:14 (금) 전체메뉴 기사검색 기사검색 검색 닫기 정치·행정 경제 사회 문화 스포츠 사람들 오피니언 충투TV 로그인 회원가입 기사제보 지면보기 구독신청 본문영역 현재위치 홈 경제/과학 지역경제 대전 아파트 매입 ‘큰손’ 된 30대… 최근 2년 40대 추월 이전 기사보기 다음 기사보기 기자명 윤경식 기자 승인 2025년 02월 06일 16시 08분 지면게재일 2025년 02월 07일 금요일 지면 6면 지면보기 SNS 기사보내기 페이스북(으)로 기사보내기 트위터(으)로 기사보내기 카카오스토리(으)로 기사보내기 카카오톡(으)로 기사보내기 URL복사(으)로 기사보내기 이메일(으)로 기사보내기 다른 공유 찾기 이 기사를 공유합니다 페이스북(,https://www.cctoday.co.kr/news/articleView.html?idxno=2207504
2021,서울 아파트값 반등…강남·용산·마포가 주도,서울 아파트값 반등 … 강남·용산·마포가 주도 | 한국경제 본문 바로가기 한경코리아마켓 한경글로벌마켓 집코노미 오피니언 경제 금융 산업 유통 IT 국제 프리미엄 마켓인사이트 한경Law&Biz 한경 BIO Insight 한경CHO Insight 한경ESG 한경Geeks 입법 익스플로러 아르떼 한경만의 독자적인 프리미엄 콘텐츠입니다. 더보기 정치 사회 골프 연예 스포츠 회원전용 전체뉴스 한경트래블 뉴스레터 스페셜 리포트 The Moneyist The Lifeist 한경동영상 기자 코너 POLL 랭킹뉴스 인사·부고 보도자료 데이터센터 한경용어사전 한경행사 스타워즈 한경유레카 한경운세 신문 전자판 신문 구독신청 한경스토어 한경렌탈 한경미디어 한국경제TV KED Global 한국경제매거진 한경에이셀 한경 arte TV 한경 arte 필하모닉 BOOK 한경아카데미 한경블루애드 텐아시아 생글생글 주니어 생글생글 TESAT 29초영화제 교육센터 블루밍비트 키즈맘 포천힐스 빠른 메뉴 찾기 검색어 삭,https://www.hankyung.com/article/2025020685211
2021,"“서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었...","“서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] - 헤럴드경제 뉴스 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 연예 스포츠 호남취재본부 대구&경북 PR Newswire 구독 HeralDeep 연재 스페셜 HeMil(밀리터리) 서울젠트리피케이션 라스트포레스트 라스트씨 인간대포통장 여론을조사하다 고객센터 공지사항 독자문의 기사제보 헤럴드 미디어그룹 코리아헤럴드 헤럴드팝 K-POP헤럴드 리얼푸드 더인베스터 헤럴드에코 헤럴드디자인 마이페이지 구독함 보관함 계정정보관리 회원전용 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 “서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] 부동산 부동산360 “서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] 입력 2025-02-07",https://biz.heraldcorp.com/article/10414338?ref=naver
2021,"""팔고 싶어도 못 판다""… 노도강 아파트 매물 급증에도 매수세 '뚝'","""팔고 싶어도 못 판다""… 노도강 아파트 매물 급증에도 매수세 '뚝' :: 공감언론 뉴시스 :: 2025.02.07 (금) 서울 -10℃ K-Artprice 프라임뉴시스 위클리뉴시스 실시간 정치 국제 경제 금융 산업 IT·바이오 사회 수도권 지방 문화 스포츠 연예 광장 포토 채널뉴시스 제휴 콘텐츠 순천완주고속도로 남원분기점 인근서 차량 20여대 추돌 남자 아이스하키, 일본에 5-2 역전승…3연승 질주[하얼빈 AG] 컬링 믹스더블, 중국 꺾고 결승 진출…초대 챔피언 도전[하얼빈AG] [속보]우리금융, 올해 자사주 1500억 매입·소각 결의 [속보]우리금융, 지난해 순이익 3조860억…전년대비 23.1%↑ [속보]우리은행, 작년 순이익 3조394억…전년比 21.3%↑'사상 최대' [속보]검찰, 샤넬자켓 의혹 김정숙 여사 불기소 처분 [속보]당정 ""고(故)오요안나법 제정…직장내 괴롭힘 단 1회만으로 처벌 가능"" [속보] 가수 송대관 별세…향년 78세 배성재, 14세연하 김다영과 결혼 ""예",https://www.newsis.com/view/NISX20250205_0003054310
2021,대구 아파트값 언제 오를까?···줄줄이 '폭탄' 대기하고 있다,대구 아파트값 언제 오를까?···줄줄이 '폭탄' 대기하고 있다 ::::: 기사 본문 바로가기 검색 사이드메뉴바 사이드메뉴바 OnAir 실시간TV FM4U 표준FM 뉴스 대구MBC 뉴스 정치 경제 사회 교육·문화 스포츠 날씨 카드뉴스 수상작 기자별 뉴스보기 기자 취재·보도 윤리강령 TV TV편성표 TV프로그램 특집프로그램(보도·스포츠) 특집프로그램(TV특집) 아나운서 소개 Radio 표준FM 주간편성표 FM4U 주간편성표 Radio프로그램 Radio특집프로그램 대구MBC 연혁 방송강령 대구MBC 프로그램제작 가이드라인 윤리강령 윤리위원회 대구MBC 클린센터 방송구역 기구조직 오시는 길 전화번호 결산공고 [재무상태표] 감사인선임공고 대구MBC 수상경력 시청자센터 시청자 권익보호 시청자위원회 고충처리인 시청자게시판 장애인서비스 이용안내 로그인 로그인 검색 검색 로그인 로그인 사이드메뉴바 닫기 OnAir 실시간TV FM4U 표준FM 뉴스 대구MBC 뉴스 정치 경제 사회 교육·문화 스포츠 날,https://dgmbc.com/article/LrExsuMIHv
2021,"""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030","""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030 | 비즈한국 주메뉴바로가기 본문바로가기 이슈 비즈 머니 피플 글로벌 아젠다 덕후 엔터 라이프 캠페인 Target@Biz Story↑Up 밀덕텔링 유시혁 기자 아빠랑 단독 부동산 사이언스 지웅배 전다현 부동산 인사이트 Target@Biz 이슈 비즈 머니 피플 글로벌 아젠다 Story↑Up 덕후 엔터 라이프 캠페인 HOME > Target@Biz > 비즈 ""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030 갤러리아포레, 아리팍, 상지카일룸2서 '신고가' 경신…대출 없는 '전액 현금' 매입 눈길 2025.02.07(Fri) 10:57:22 글자 작게 글자 크게 프린트 [비즈한국] 초고가 아파트 거래가 증가하는 가운데, 지난해 신고가를 경신한 100억 원 이상 초고가 아파트 다수를 2030세대가 사들인 것으로 비즈한국 취재 결과 확인됐다. 지난해 매매가가 100억 원 이상인 아파트 22가구 가운데 203",https://www.bizhankook.com/bk/article/29033
2021,서울 오피스텔 월세 1년 내내 올랐다…수익률 5년새 최고,"서울 오피스텔 월세 1년 내내 올랐다…수익률 5년새 최고 :: 공감언론 뉴시스 :: 2025.02.07 (금) 서울 -10℃ K-Artprice 프라임뉴시스 위클리뉴시스 실시간 정치 국제 경제 금융 산업 IT·바이오 사회 수도권 지방 문화 스포츠 연예 광장 포토 채널뉴시스 제휴 콘텐츠 순천완주고속도로 남원분기점 인근서 차량 20여대 추돌 남자 아이스하키, 일본에 5-2 역전승…3연승 질주[하얼빈 AG] 컬링 믹스더블, 중국 꺾고 결승 진출…초대 챔피언 도전[하얼빈AG] [속보]우리금융, 올해 자사주 1500억 매입·소각 결의 [속보]우리금융, 지난해 순이익 3조860억…전년대비 23.1%↑ [속보]우리은행, 작년 순이익 3조394억…전년比 21.3%↑'사상 최대' [속보]검찰, 샤넬자켓 의혹 김정숙 여사 불기소 처분 [속보]당정 ""고(故)오요안나법 제정…직장내 괴롭힘 단 1회만으로 처벌 가능"" [속보] 가수 송대관 별세…향년 78세 배성재, 14세연하 김다영과 결혼 ""예식 생략"" 서",https://www.newsis.com/view/NISX20250203_0003050466
2021,"“부동산 시장, 금융위기 때와 비슷…올해 경매 쏟아질 듯”","“부동산 시장, 금융위기 때와 비슷…올해 경매 쏟아질 듯”",https://www.chosun.com/economy/real_estate/2025/02/05/GSRFBEWOR5BURBPITHUUL3FAHI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
2021,속도내는 목동 재건축…들썩이는 아파트값,,http://www.newstomato.com/ReadNews.aspx?no=1252599&inflow=N
